Algoritmo,N,Run,Solucion,H,Optimo,Tiempo,Estados_Evaluados
Backtracking,15,6,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.019454479217529297,105
Forward Checking,15,6,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006789207458496094,105
Backtracking,15,7,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.01911306381225586,105
Forward Checking,15,7,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006877422332763672,105
Backtracking,15,8,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.01885986328125,105
Forward Checking,15,8,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.0062274932861328125,105
Backtracking,15,9,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.018742799758911133,105
Forward Checking,15,9,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006666660308837891,105
Backtracking,15,10,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.01835346221923828,105
Forward Checking,15,10,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.0062983036041259766,105
Backtracking,15,11,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.01811385154724121,105
Forward Checking,15,11,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006449222564697266,105
Backtracking,15,12,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.018348217010498047,105
Forward Checking,15,12,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.007092475891113281,105
Backtracking,15,13,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.01906871795654297,105
Forward Checking,15,13,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006443977355957031,105
Backtracking,15,14,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.019197940826416016,105
Forward Checking,15,14,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006970643997192383,105
Backtracking,15,15,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.01817011833190918,105
Forward Checking,15,15,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.007027626037597656,105
Backtracking,15,16,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.01870417594909668,105
Forward Checking,15,16,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.0069408416748046875,105
Backtracking,15,17,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.019475698471069336,105
Forward Checking,15,17,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.0067594051361083984,105
Backtracking,15,18,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.01842045783996582,105
Forward Checking,15,18,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006540060043334961,105
Backtracking,15,19,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.018201112747192383,105
Forward Checking,15,19,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006443023681640625,105
Backtracking,15,20,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.0182342529296875,105
Forward Checking,15,20,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006586551666259766,105
Backtracking,15,21,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.018035888671875,105
Forward Checking,15,21,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.00676727294921875,105
Backtracking,15,22,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.018660545349121094,105
Forward Checking,15,22,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.0064907073974609375,105
Backtracking,15,23,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.018923044204711914,105
Forward Checking,15,23,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006518840789794922,105
Backtracking,15,24,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.018524646759033203,105
Forward Checking,15,24,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006903648376464844,105
Backtracking,15,25,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.018558025360107422,105
Forward Checking,15,25,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006555080413818359,105
Backtracking,15,26,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.018420934677124023,105
Forward Checking,15,26,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006672382354736328,105
Backtracking,15,27,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.017785072326660156,105
Forward Checking,15,27,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.007048368453979492,105
Backtracking,15,28,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.019143342971801758,105
Forward Checking,15,28,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006834745407104492,105
Backtracking,15,29,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.01805901527404785,105
Forward Checking,15,29,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.00627899169921875,105
Backtracking,15,30,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.017855167388916016,105
Forward Checking,15,30,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006486415863037109,105
