Algoritmo,N,Run,Solucion,H,Optimo,Tiempo,Estados_Evaluados
Simulated Annealing,12,1,"[1, 5, 0, 9, 4, 10, 1, 3, 6, 11, 7, 2]",2,False,0.01576375961303711,688
Genético,12,1,"[8, 6, 9, 2, 5, 11, 0, 5, 10, 4, 7, 3]",1,False,5.722312927246094,100000
Hill Climbing,12,2,"[3, 11, 4, 8, 0, 2, 10, 1, 7, 9, 3, 6]",1,False,0.014388084411621094,6
Simulated Annealing,12,2,"[10, 1, 4, 0, 7, 11, 9, 2, 6, 8, 11, 2]",3,False,0.012496471405029297,688
Genético,12,2,"[1, 6, 4, 9, 7, 0, 2, 11, 5, 8, 10, 3]",0,True,1.384455680847168,25400
Hill Climbing,12,3,"[2, 4, 8, 3, 9, 10, 1, 5, 6, 0, 11, 7]",2,False,0.011630773544311523,5
Simulated Annealing,12,3,"[4, 1, 8, 11, 2, 7, 9, 4, 0, 0, 6, 10]",2,False,0.011817455291748047,688
Genético,12,3,"[9, 4, 6, 0, 11, 1, 8, 5, 3, 10, 10, 2]",1,False,5.29534387588501,100000
Hill Climbing,12,4,"[11, 3, 5, 2, 9, 11, 0, 8, 6, 0, 10, 1]",2,False,0.011454343795776367,5
Simulated Annealing,12,4,"[2, 6, 10, 5, 7, 1, 3, 11, 8, 4, 9, 3]",2,False,0.01175379753112793,688
Genético,12,4,"[7, 1, 10, 8, 0, 3, 10, 2, 5, 11, 9, 4]",1,False,5.347935199737549,100000
Hill Climbing,12,5,"[9, 6, 1, 7, 11, 3, 8, 4, 4, 10, 10, 2]",2,False,0.009535074234008789,4
Simulated Annealing,12,5,"[9, 6, 10, 2, 0, 5, 8, 11, 3, 7, 11, 1]",2,False,0.011684179306030273,688
Genético,12,5,"[3, 9, 6, 1, 5, 11, 0, 7, 10, 4, 2, 8]",0,True,0.4241931438446045,8000
Hill Climbing,12,6,"[8, 4, 7, 1, 6, 11, 0, 4, 9, 5, 10, 2]",1,False,0.01145172119140625,5
Simulated Annealing,12,6,"[11, 6, 1, 5, 10, 8, 3, 0, 9, 7, 2, 7]",2,False,0.011646270751953125,688
Genético,12,6,"[3, 6, 9, 11, 2, 5, 10, 8, 0, 4, 7, 1]",0,True,5.084224700927734,96400
Hill Climbing,12,7,"[0, 5, 9, 11, 1, 8, 4, 2, 7, 3, 6, 10]",1,False,0.009588479995727539,4
Simulated Annealing,12,7,"[5, 10, 4, 11, 3, 8, 6, 1, 9, 7, 0, 8]",1,False,0.0116119384765625,688
Genético,12,7,"[8, 1, 5, 10, 6, 4, 0, 11, 9, 7, 2, 3]",1,False,5.7899720668792725,100000
Hill Climbing,12,8,"[4, 7, 0, 0, 3, 1, 6, 10, 10, 2, 11, 5]",2,False,0.0058743953704833984,2
Simulated Annealing,12,8,"[8, 2, 4, 1, 7, 10, 5, 11, 2, 0, 3, 6]",2,False,0.011823892593383789,688
Genético,12,8,"[4, 11, 8, 0, 11, 3, 5, 10, 1, 9, 6, 2]",1,False,5.264163970947266,100000
Hill Climbing,12,9,"[4, 1, 11, 0, 5, 6, 1, 10, 2, 7, 9, 3]",2,False,0.009662151336669922,4
Simulated Annealing,12,9,"[8, 1, 4, 2, 11, 6, 3, 0, 2, 5, 7, 9]",2,False,0.011732816696166992,688
Genético,12,9,"[7, 2, 8, 5, 1, 10, 0, 11, 9, 4, 6, 3]",1,False,5.317227602005005,100000
Hill Climbing,12,10,"[10, 7, 5, 3, 5, 0, 11, 6, 4, 2, 8, 1]",2,False,0.009462118148803711,4
Simulated Annealing,12,10,"[7, 11, 10, 1, 10, 6, 9, 2, 0, 8, 3, 5]",2,False,0.011708498001098633,688
Genético,12,10,"[8, 3, 9, 2, 10, 1, 6, 0, 11, 4, 7, 5]",0,True,4.667377233505249,88000
Hill Climbing,12,11,"[5, 0, 10, 7, 4, 2, 9, 2, 9, 11, 1, 3]",2,False,0.013460397720336914,6
Simulated Annealing,12,11,"[6, 2, 5, 1, 9, 4, 6, 1, 3, 11, 0, 7]",2,False,0.011730194091796875,688
Genético,12,11,"[7, 9, 4, 1, 10, 8, 3, 11, 0, 2, 10, 6]",1,False,5.350795030593872,100000
Hill Climbing,12,12,"[3, 5, 3, 11, 9, 2, 6, 1, 1, 7, 0, 10]",2,False,0.011672496795654297,5
Simulated Annealing,12,12,"[7, 0, 3, 9, 4, 1, 10, 10, 2, 11, 5, 2]",2,False,0.011736631393432617,688
Genético,12,12,"[8, 3, 7, 10, 2, 0, 5, 11, 9, 1, 6, 4]",0,True,0.6859841346740723,12800
Hill Climbing,12,13,"[10, 5, 7, 1, 4, 11, 9, 6, 4, 2, 7, 3]",2,False,0.009583473205566406,4
Simulated Annealing,12,13,"[8, 4, 11, 3, 10, 2, 5, 9, 7, 0, 11, 6]",2,False,0.011763334274291992,688
Genético,12,13,"[5, 2, 10, 6, 11, 1, 4, 0, 8, 11, 9, 3]",1,False,5.35584568977356,100000
Hill Climbing,12,14,"[2, 0, 8, 11, 7, 10, 6, 3, 1, 4, 9, 5]",2,False,0.01350092887878418,6
Simulated Annealing,12,14,"[1, 7, 2, 10, 3, 9, 0, 4, 11, 1, 8, 6]",1,False,0.011739730834960938,688
Genético,12,14,"[9, 6, 1, 11, 2, 5, 10, 8, 10, 3, 7, 0]",1,False,5.249074220657349,100000
Hill Climbing,12,15,"[4, 6, 11, 2, 10, 7, 9, 2, 8, 1, 0, 5]",3,False,0.01151895523071289,5
Simulated Annealing,12,15,"[0, 5, 2, 9, 3, 6, 4, 10, 1, 11, 6, 8]",2,False,0.011851072311401367,688
Genético,12,15,"[3, 7, 0, 8, 11, 1, 6, 2, 10, 1, 9, 5]",1,False,5.303534507751465,100000
Hill Climbing,12,16,"[9, 0, 5, 7, 2, 6, 11, 1, 8, 3, 10, 4]",2,False,0.01323556900024414,6
Simulated Annealing,12,16,"[1, 10, 8, 2, 0, 3, 6, 9, 5, 0, 4, 7]",2,False,0.011778593063354492,688
Genético,12,16,"[9, 6, 4, 9, 1, 8, 2, 11, 3, 7, 0, 10]",1,False,5.294240474700928,100000
Hill Climbing,12,17,"[5, 2, 4, 6, 11, 9, 6, 1, 3, 7, 0, 10]",1,False,0.01534724235534668,7
Simulated Annealing,12,17,"[9, 2, 8, 3, 0, 10, 8, 1, 11, 4, 7, 1]",2,False,0.011889219284057617,688
Genético,12,17,"[5, 3, 11, 7, 2, 4, 1, 10, 8, 6, 4, 0]",1,False,5.2774858474731445,100000
Hill Climbing,12,18,"[9, 7, 0, 11, 0, 5, 1, 10, 10, 3, 3, 8]",3,False,0.005797624588012695,2
Simulated Annealing,12,18,"[5, 7, 9, 0, 3, 1, 4, 11, 8, 10, 2, 6]",0,True,0.011625528335571289,673
Genético,12,18,"[5, 7, 2, 11, 8, 8, 3, 0, 9, 1, 6, 10]",1,False,5.303117752075195,100000
Hill Climbing,12,19,"[8, 4, 2, 0, 5, 1, 9, 11, 6, 3, 1, 10]",2,False,0.009655952453613281,4
Simulated Annealing,12,19,"[9, 5, 3, 10, 4, 7, 9, 0, 6, 8, 1, 11]",2,False,0.011631965637207031,688
Genético,12,19,"[0, 4, 10, 8, 6, 11, 3, 1, 7, 5, 11, 2]",1,False,5.293896913528442,100000
Hill Climbing,12,20,"[6, 3, 10, 7, 9, 0, 2, 5, 1, 11, 4, 8]",2,False,0.009683847427368164,4
Simulated Annealing,12,20,"[9, 4, 1, 7, 2, 6, 11, 0, 8, 3, 5, 8]",1,False,0.011699438095092773,688
Genético,12,20,"[5, 2, 9, 11, 3, 7, 0, 10, 1, 4, 6, 8]",0,True,2.565713882446289,48200
Hill Climbing,12,21,"[7, 10, 0, 9, 9, 4, 2, 1, 8, 11, 5, 3]",2,False,0.011209487915039062,5
Simulated Annealing,12,21,"[4, 2, 9, 8, 6, 1, 3, 7, 11, 0, 5, 10]",2,False,0.011812448501586914,688
Genético,12,21,"[10, 7, 2, 8, 1, 4, 0, 5, 9, 11, 6, 3]",0,True,0.7537636756896973,14100
Hill Climbing,12,22,"[4, 9, 7, 5, 1, 11, 0, 5, 3, 8, 10, 2]",1,False,0.015355587005615234,7
Simulated Annealing,12,22,"[11, 6, 0, 2, 10, 7, 9, 3, 1, 4, 10, 8]",1,False,0.011815547943115234,688
Genético,12,22,"[6, 9, 3, 1, 11, 2, 5, 10, 8, 0, 4, 7]",0,True,1.1030662059783936,20700
Hill Climbing,12,23,"[1, 11, 9, 7, 2, 0, 3, 0, 10, 8, 4, 2]",2,False,0.011400222778320312,5
Simulated Annealing,12,23,"[11, 6, 4, 9, 5, 0, 10, 1, 5, 8, 10, 3]",2,False,0.01175236701965332,688
Genético,12,23,"[2, 7, 1, 11, 8, 6, 9, 3, 0, 4, 10, 5]",1,False,5.3227105140686035,100000
Hill Climbing,12,24,"[10, 6, 9, 1, 1, 8, 0, 11, 4, 8, 5, 3]",2,False,0.011394023895263672,5
Simulated Annealing,12,24,"[5, 3, 1, 9, 5, 8, 0, 4, 11, 7, 10, 6]",2,False,0.011866331100463867,688
Genético,12,24,"[8, 2, 11, 1, 7, 5, 10, 0, 4, 6, 9, 3]",0,True,1.9115161895751953,36300
Hill Climbing,12,25,"[4, 0, 9, 6, 6, 10, 1, 7, 5, 3, 11, 9]",2,False,0.009715080261230469,4
Simulated Annealing,12,25,"[6, 0, 3, 1, 5, 7, 9, 11, 2, 4, 1, 8]",2,False,0.011676788330078125,688
Genético,12,25,"[10, 6, 3, 1, 8, 11, 2, 7, 5, 0, 9, 4]",0,True,1.337050437927246,25200
Hill Climbing,12,26,"[8, 10, 2, 3, 5, 9, 1, 6, 11, 7, 0, 4]",1,False,0.009621381759643555,4
Simulated Annealing,12,26,"[7, 1, 10, 5, 9, 1, 0, 2, 11, 6, 8, 3]",2,False,0.011769533157348633,688
Genético,12,26,"[11, 4, 2, 5, 8, 10, 3, 0, 9, 1, 6, 9]",1,False,5.33153223991394,100000
Hill Climbing,12,27,"[0, 5, 7, 1, 10, 8, 2, 4, 2, 11, 9, 6]",1,False,0.010539770126342773,4
Simulated Annealing,12,27,"[2, 9, 3, 10, 2, 4, 6, 11, 0, 5, 1, 8]",1,False,0.012794256210327148,688
Genético,12,27,"[4, 9, 3, 8, 10, 2, 6, 1, 11, 0, 5, 7]",0,True,2.476374864578247,46100
Hill Climbing,12,28,"[3, 11, 4, 2, 10, 5, 0, 6, 9, 7, 1, 8]",2,False,0.00971531867980957,4
Simulated Annealing,12,28,"[8, 3, 9, 4, 2, 10, 6, 11, 1, 5, 0, 5]",1,False,0.011708736419677734,688
Genético,12,28,"[10, 6, 4, 1, 7, 11, 2, 8, 5, 0, 9, 3]",0,True,2.639742851257324,49600
Hill Climbing,12,29,"[3, 1, 9, 2, 5, 0, 11, 1, 10, 7, 6, 4]",3,False,0.011658668518066406,5
Simulated Annealing,12,29,"[5, 7, 2, 10, 8, 1, 9, 0, 3, 11, 4, 10]",1,False,0.011626482009887695,688
Genético,12,29,"[0, 5, 3, 9, 11, 4, 1, 10, 2, 7, 3, 8]",1,False,5.301561117172241,100000
Hill Climbing,12,30,"[5, 11, 8, 10, 2, 9, 3, 0, 0, 11, 1, 7]",2,False,0.011615753173828125,5
Simulated Annealing,12,30,"[4, 2, 9, 6, 3, 10, 7, 1, 10, 5, 0, 8]",2,False,0.011751651763916016,688
Genético,12,30,"[0, 3, 9, 4, 10, 8, 2, 11, 1, 6, 9, 5]",1,False,5.271240711212158,100000
Hill Climbing,15,1,"[13, 5, 1, 4, 11, 0, 8, 12, 2, 7, 10, 14, 0, 9, 3]",1,False,0.03778815269470215,6
Simulated Annealing,15,1,"[0, 3, 9, 4, 10, 8, 11, 1, 12, 6, 2, 7, 10, 14, 5]",2,False,0.01930689811706543,688
Genético,15,1,"[4, 6, 10, 5, 14, 8, 0, 14, 3, 1, 7, 9, 12, 2, 13]",1,False,8.40798306465149,100000
Hill Climbing,15,2,"[6, 2, 7, 10, 3, 14, 2, 11, 8, 1, 5, 13, 9, 4, 0]",1,False,0.035611867904663086,6
Simulated Annealing,15,2,"[8, 3, 7, 9, 2, 12, 2, 4, 12, 13, 0, 5, 11, 6, 14]",4,False,0.018253803253173828,688
Genético,15,2,"[11, 9, 6, 4, 2, 0, 8, 12, 14, 3, 7, 10, 8, 5, 1]",1,False,8.273300647735596,100000
Hill Climbing,15,3,"[10, 13, 7, 5, 0, 6, 1, 11, 14, 8, 2, 4, 9, 3, 12]",0,True,0.04667091369628906,9
Simulated Annealing,15,3,"[11, 13, 10, 2, 9, 11, 4, 1, 10, 0, 5, 14, 12, 9, 3]",3,False,0.018375158309936523,688
Genético,15,3,"[10, 5, 13, 4, 10, 8, 3, 14, 0, 2, 6, 1, 12, 7, 9]",1,False,8.211857318878174,100000
Hill Climbing,15,4,"[9, 6, 12, 14, 11, 3, 5, 13, 4, 1, 0, 2, 7, 10, 8]",1,False,0.032499074935913086,6
Simulated Annealing,15,4,"[7, 10, 14, 2, 6, 4, 1, 12, 4, 9, 13, 2, 5, 11, 8]",4,False,0.016901731491088867,688
Genético,15,4,"[11, 1, 7, 11, 0, 12, 10, 5, 2, 4, 13, 8, 3, 14, 6]",1,False,7.649791240692139,100000
Hill Climbing,15,5,"[0, 2, 11, 9, 2, 4, 8, 14, 12, 6, 13, 5, 7, 1, 3]",2,False,0.027338504791259766,5
Simulated Annealing,15,5,"[12, 8, 1, 5, 14, 14, 10, 13, 9, 6, 3, 0, 2, 11, 9]",2,False,0.016926050186157227,688
Genético,15,5,"[3, 10, 13, 9, 6, 2, 14, 7, 0, 13, 8, 12, 1, 4, 2]",2,False,7.625157117843628,100000
Hill Climbing,15,6,"[3, 14, 11, 1, 7, 4, 2, 13, 8, 10, 12, 6, 9, 5, 0]",1,False,0.03272700309753418,6
Simulated Annealing,15,6,"[12, 2, 6, 11, 11, 0, 5, 3, 13, 7, 10, 14, 9, 4, 8]",2,False,0.017206430435180664,688
Genético,15,6,"[6, 1, 11, 2, 8, 10, 13, 1, 3, 5, 0, 14, 9, 4, 12]",1,False,7.806407928466797,100000
Hill Climbing,15,7,"[14, 9, 2, 8, 1, 12, 12, 6, 0, 13, 11, 13, 3, 7, 5]",3,False,0.032744646072387695,6
Simulated Annealing,15,7,"[3, 12, 9, 4, 2, 10, 14, 7, 1, 13, 0, 6, 14, 5, 11]",1,False,0.01714038848876953,688
Genético,15,7,"[12, 9, 3, 1, 11, 4, 8, 11, 14, 2, 13, 6, 4, 0, 5]",2,False,7.654353618621826,100000
Hill Climbing,15,8,"[5, 7, 0, 3, 13, 8, 1, 4, 12, 0, 9, 1, 6, 14, 2]",2,False,0.04249429702758789,8
Simulated Annealing,15,8,"[10, 1, 7, 5, 7, 2, 13, 8, 14, 9, 6, 3, 0, 0, 12]",3,False,0.01707768440246582,688
Genético,15,8,"[3, 9, 12, 10, 5, 2, 0, 11, 13, 7, 10, 6, 14, 6, 1]",2,False,7.662262678146362,100000
Hill Climbing,15,9,"[11, 7, 3, 1, 6, 8, 1, 9, 13, 5, 14, 4, 0, 12, 5]",3,False,0.028328657150268555,5
Simulated Annealing,15,9,"[11, 7, 14, 3, 8, 0, 4, 10, 5, 9, 12, 4, 13, 1, 6]",2,False,0.01712799072265625,688
Genético,15,9,"[10, 6, 13, 0, 4, 1, 7, 11, 14, 12, 2, 9, 5, 3, 13]",1,False,7.7322142124176025,100000
Hill Climbing,15,10,"[8, 10, 5, 0, 9, 11, 13, 3, 6, 0, 2, 4, 12, 14, 8]",2,False,0.03413271903991699,6
Simulated Annealing,15,10,"[7, 5, 10, 13, 9, 6, 3, 12, 0, 11, 4, 14, 10, 13, 1]",3,False,0.01732325553894043,688
Genético,15,10,"[6, 13, 10, 2, 4, 8, 3, 0, 9, 14, 12, 5, 7, 11, 1]",0,True,2.7157418727874756,35200
Hill Climbing,15,11,"[1, 7, 5, 2, 13, 13, 3, 12, 4, 11, 4, 0, 10, 8, 14]",2,False,0.03772139549255371,7
Simulated Annealing,15,11,"[13, 2, 7, 3, 0, 11, 8, 1, 12, 6, 9, 14, 10, 4, 7]",1,False,0.017231225967407227,688
Genético,15,11,"[1, 8, 4, 11, 12, 3, 6, 0, 7, 13, 1, 14, 9, 5, 10]",2,False,7.904553651809692,100000
Hill Climbing,15,12,"[7, 1, 11, 8, 14, 5, 3, 10, 6, 13, 4, 12, 0, 2, 13]",3,False,0.03287863731384277,6
Simulated Annealing,15,12,"[4, 2, 12, 14, 3, 10, 13, 5, 8, 1, 12, 7, 6, 0, 11]",2,False,0.017159223556518555,688
Genético,15,12,"[2, 11, 7, 14, 4, 0, 10, 13, 6, 8, 3, 12, 9, 5, 1]",1,False,7.66450047492981,100000
Hill Climbing,15,13,"[13, 3, 10, 2, 14, 11, 11, 1, 6, 0, 5, 0, 9, 14, 8]",4,False,0.02829909324645996,5
Simulated Annealing,15,13,"[7, 2, 10, 3, 13, 8, 4, 11, 0, 14, 6, 13, 9, 12, 5]",1,False,0.017164230346679688,688
Genético,15,13,"[12, 7, 11, 6, 2, 9, 13, 3, 10, 14, 10, 0, 4, 8, 1]",1,False,7.650625705718994,100000
Hill Climbing,15,14,"[8, 11, 2, 6, 9, 1, 0, 14, 3, 7, 12, 4, 13, 5, 13]",2,False,0.04637622833251953,9
Simulated Annealing,15,14,"[12, 10, 1, 3, 8, 0, 4, 13, 9, 5, 11, 14, 14, 6, 2]",3,False,0.016838550567626953,688
Genético,15,14,"[1, 5, 10, 8, 0, 0, 9, 13, 2, 7, 12, 3, 11, 4, 14]",1,False,7.679203033447266,100000
Hill Climbing,15,15,"[4, 6, 14, 12, 7, 0, 7, 5, 1, 8, 10, 13, 2, 9, 11]",1,False,0.0410764217376709,8
Simulated Annealing,15,15,"[4, 0, 8, 11, 7, 14, 0, 2, 13, 5, 12, 1, 3, 10, 2]",3,False,0.01711893081665039,688
Genético,15,15,"[11, 7, 10, 3, 14, 12, 8, 6, 1, 13, 0, 9, 4, 2, 5]",0,True,1.128333330154419,14900
Hill Climbing,15,16,"[14, 9, 13, 4, 2, 11, 5, 10, 12, 0, 3, 1, 7, 10, 8]",1,False,0.031494140625,6
Simulated Annealing,15,16,"[11, 2, 7, 9, 4, 0, 14, 10, 8, 6, 0, 3, 10, 12, 5]",3,False,0.016837358474731445,688
Genético,15,16,"[10, 4, 13, 1, 8, 2, 11, 14, 1, 5, 12, 0, 7, 3, 6]",1,False,7.661433458328247,100000
Hill Climbing,15,17,"[4, 10, 7, 9, 11, 0, 14, 0, 8, 5, 12, 12, 1, 11, 13]",3,False,0.028400659561157227,5
Simulated Annealing,15,17,"[9, 2, 14, 7, 4, 13, 8, 5, 11, 14, 3, 6, 9, 12, 10]",2,False,0.016852855682373047,688
Genético,15,17,"[10, 8, 3, 12, 4, 1, 11, 9, 6, 13, 9, 2, 0, 5, 7]",1,False,7.664200305938721,100000
Hill Climbing,15,18,"[4, 13, 8, 0, 11, 1, 6, 12, 3, 9, 12, 10, 5, 7, 2]",2,False,0.043365478515625,8
Simulated Annealing,15,18,"[0, 6, 9, 11, 6, 4, 7, 13, 2, 12, 14, 8, 10, 5, 3]",2,False,0.0170595645904541,688
Genético,15,18,"[11, 4, 10, 7, 0, 2, 13, 6, 8, 14, 12, 9, 5, 5, 1]",1,False,7.62909197807312,100000
Hill Climbing,15,19,"[1, 13, 2, 12, 7, 3, 0, 0, 5, 11, 14, 10, 4, 4, 9]",2,False,0.03699159622192383,7
Simulated Annealing,15,19,"[2, 10, 6, 2, 10, 13, 9, 3, 1, 4, 7, 11, 0, 14, 12]",2,False,0.01686573028564453,688
Genético,15,19,"[13, 7, 10, 0, 5, 10, 1, 14, 8, 2, 9, 3, 6, 4, 12]",1,False,7.652423620223999,100000
Hill Climbing,15,20,"[6, 13, 5, 0, 9, 7, 14, 2, 8, 1, 9, 12, 3, 11, 4]",1,False,0.05567145347595215,11
Simulated Annealing,15,20,"[6, 3, 13, 4, 9, 12, 10, 2, 0, 2, 8, 14, 12, 1, 5]",2,False,0.017093181610107422,688
Genético,15,20,"[4, 12, 14, 8, 6, 0, 2, 10, 1, 3, 9, 11, 13, 5, 1]",1,False,7.653623580932617,100000
Hill Climbing,15,21,"[3, 6, 0, 12, 1, 5, 10, 13, 10, 8, 4, 2, 7, 14, 9]",2,False,0.04169130325317383,8
Simulated Annealing,15,21,"[7, 4, 6, 11, 13, 1, 5, 12, 2, 9, 3, 10, 0, 14, 8]",2,False,0.01688981056213379,688
Genético,15,21,"[9, 4, 8, 3, 14, 7, 11, 1, 12, 5, 3, 0, 13, 10, 2]",1,False,7.664813280105591,100000
Hill Climbing,15,22,"[1, 8, 9, 5, 10, 13, 6, 0, 7, 14, 0, 2, 4, 11, 3]",2,False,0.03755497932434082,7
Simulated Annealing,15,22,"[8, 3, 5, 2, 14, 1, 7, 13, 6, 3, 10, 12, 4, 0, 11]",4,False,0.017030000686645508,688
Genético,15,22,"[8, 6, 4, 10, 1, 5, 9, 13, 4, 2, 14, 3, 7, 0, 12]",2,False,7.741020679473877,100000
Hill Climbing,15,23,"[13, 8, 10, 7, 2, 0, 5, 12, 14, 9, 6, 4, 11, 1, 3]",1,False,0.04183769226074219,8
Simulated Annealing,15,23,"[5, 10, 0, 9, 3, 5, 13, 11, 0, 6, 4, 14, 8, 4, 2]",3,False,0.01703667640686035,688
Genético,15,23,"[6, 9, 1, 5, 0, 12, 3, 11, 13, 7, 10, 4, 2, 14, 8]",0,True,3.391228199005127,43800
Hill Climbing,15,24,"[8, 6, 0, 7, 1, 4, 12, 14, 11, 2, 10, 13, 3, 9, 0]",1,False,0.041823387145996094,8
Simulated Annealing,15,24,"[5, 13, 4, 12, 2, 8, 10, 3, 0, 9, 1, 1, 5, 7, 11]",3,False,0.016803264617919922,688
Genético,15,24,"[6, 9, 14, 8, 1, 5, 2, 6, 12, 3, 11, 13, 7, 4, 0]",2,False,7.644057750701904,100000
Hill Climbing,15,25,"[1, 4, 12, 5, 11, 14, 10, 3, 13, 0, 8, 6, 2, 7, 14]",2,False,0.028507232666015625,5
Simulated Annealing,15,25,"[3, 5, 0, 14, 9, 6, 2, 13, 8, 1, 12, 10, 7, 10, 0]",2,False,0.017197370529174805,688
Genético,15,25,"[8, 11, 11, 6, 0, 10, 4, 7, 3, 13, 9, 12, 14, 5, 2]",1,False,7.668050765991211,100000
Hill Climbing,15,26,"[0, 2, 14, 6, 12, 7, 4, 11, 13, 2, 5, 8, 3, 1, 10]",3,False,0.027802705764770508,5
Simulated Annealing,15,26,"[6, 9, 1, 4, 7, 14, 8, 13, 0, 2, 5, 5, 12, 10, 12]",4,False,0.017205476760864258,688
Genético,15,26,"[6, 11, 3, 12, 0, 13, 5, 9, 6, 1, 10, 14, 7, 4, 8]",1,False,7.7699456214904785,100000
Hill Climbing,15,27,"[5, 11, 2, 4, 2, 12, 9, 3, 14, 11, 1, 8, 6, 0, 13]",2,False,0.03813910484313965,7
Simulated Annealing,15,27,"[10, 7, 4, 12, 3, 13, 11, 5, 1, 10, 6, 2, 0, 8, 14]",2,False,0.017091035842895508,688
Genético,15,27,"[7, 5, 11, 0, 10, 6, 9, 1, 4, 14, 8, 13, 5, 12, 2]",1,False,7.743310451507568,100000
Hill Climbing,15,28,"[2, 13, 5, 8, 1, 3, 10, 14, 1, 4, 9, 12, 0, 7, 10]",2,False,0.04226422309875488,8
Simulated Annealing,15,28,"[5, 10, 4, 6, 0, 5, 9, 14, 0, 3, 8, 2, 7, 1, 11]",3,False,0.01727604866027832,688
Genético,15,28,"[4, 14, 7, 2, 13, 3, 6, 9, 11, 5, 1, 12, 9, 0, 8]",1,False,7.715093612670898,100000
Hill Climbing,15,29,"[8, 3, 1, 4, 7, 9, 11, 14, 14, 0, 13, 5, 12, 2, 6]",2,False,0.03289318084716797,6
Simulated Annealing,15,29,"[6, 5, 1, 8, 1, 14, 14, 10, 4, 9, 12, 3, 13, 11, 7]",3,False,0.017130136489868164,688
Genético,15,29,"[0, 5, 7, 9, 14, 12, 2, 4, 6, 11, 13, 10, 1, 3, 8]",0,True,7.0143654346466064,90800
Hill Climbing,15,30,"[14, 2, 11, 5, 8, 10, 1, 3, 8, 12, 7, 0, 6, 9, 13]",2,False,0.04239535331726074,8
Simulated Annealing,15,30,"[11, 7, 1, 6, 12, 2, 0, 8, 4, 13, 9, 3, 5, 0, 14]",2,False,0.016925811767578125,688
Genético,15,30,"[5, 0, 4, 13, 11, 8, 14, 3, 6, 9, 12, 1, 7, 10, 3]",2,False,7.6922972202301025,100000
